Q2,x,W,theta,Eb,nu,g1,dg1(stat),dg1(sys),dg1(model),dg1(tot),g2,dg2(stat),dg2(sys),dg2(tot),g1/F1,dg1/F1(stat),dg1/F1(sys),dg1/F1(tot),A1,dA1(stat),dA1(sys),dA1(tot),g2/F1,dg2/F1(stat),dg2/F1(sys),dg2/F1(tot),sigma_LT,dsigma_LT(stat),dsigma_LT(sys),dsigma_LT(tot),sigma_TT,dsigma_TT(stat),dsigma_TT(sys),dsigma_TT(tot),Experiment
2.0268,0.0080220732947856,1.5003,,,,0.00732,0.0227,0.01021,,,,,,,0.08231,0.22915,0.11122,,0.02011,0.37085,0.17712,,,,,,,,,,,,,,CLAS_EG1b
2.0258,0.0080220732947856,1.5403,,,,0.01684,0.02337,0.01039,,,,,,,0.17049,0.23585,0.1055,,0.17085,0.37194,0.17023,,,,,,,,,,,,,,CLAS_EG1b
2.0257,0.0080220732947856,1.5802,,,,0.03086,0.02431,0.01077,,,,,,,0.30876,0.24168,0.10697,,0.37947,0.37165,0.16847,,,,,,,,,,,,,,CLAS_EG1b
2.0257,0.0080220732947856,1.6202,,,,0.00761,0.02546,0.01051,,,,,,,0.07791,0.22929,0.09444,,0.03464,0.34426,0.14583,,,,,,,,,,,,,,CLAS_EG1b
2.0262,0.0080220732947856,1.6602,,,,0.00584,0.02635,0.01192,,,,,,,0.04285,0.18958,0.08467,,0.02188,0.27821,0.12609,,,,,,,,,,,,,,CLAS_EG1b
2.0261,0.0080220732947856,1.7002,,,,0.01881,0.02735,0.01586,,,,,,,0.10682,0.16183,0.10008,,0.11068,0.23273,0.14366,,,,,,,,,,,,,,CLAS_EG1b
2.0263,0.0080220732947856,1.7401,,,,-0.00177,0.02782,0.01826,,,,,,,-0.02826,0.17974,0.1177,,-0.05841,0.25347,0.1653,,,,,,,,,,,,,,CLAS_EG1b
2.0268,0.0080220732947856,1.7801,,,,0.01522,0.02804,0.01695,,,,,,,0.10495,0.19344,0.11412,,0.14113,0.26762,0.15709,,,,,,,,,,,,,,CLAS_EG1b
2.0277,0.0080220732947856,1.8201,,,,0.00725,0.02839,0.01518,,,,,,,0.05237,0.19299,0.10272,,0.07262,0.26226,0.13871,,,,,,,,,,,,,,CLAS_EG1b
2.0285,0.0080220732947856,1.8601,,,,0.00748,0.02892,0.01627,,,,,,,0.04579,0.18722,0.1044,,0.04975,0.25019,0.13925,,,,,,,,,,,,,,CLAS_EG1b
2.029,0.0080220732947856,1.9001,,,,0.00249,0.02976,0.01801,,,,,,,0.0136,0.18022,0.10862,,-0.00093,0.23705,0.14304,,,,,,,,,,,,,,CLAS_EG1b
2.0295,0.0080220732947856,1.94,,,,0.01063,0.03026,0.01776,,,,,,,0.05849,0.16963,0.10026,,0.06585,0.21983,0.13039,,,,,,,,,,,,,,CLAS_EG1b
2.0256,0.0080220732947856,1.9799,,,,-0.02198,0.03164,0.01818,,,,,,,-0.11725,0.16348,0.09288,,-0.15741,0.20891,0.11886,,,,,,,,,,,,,,CLAS_EG1b
2.0226,0.0080220732947856,2.0199,,,,0.02115,0.03323,0.02103,,,,,,,0.09859,0.1584,0.09933,,0.11645,0.19976,0.12557,,,,,,,,,,,,,,CLAS_EG1b
2.0235,0.0080220732947856,2.0599,,,,-0.02041,0.03522,0.02063,,,,,,,-0.0849,0.15556,0.09224,,-0.11083,0.19375,0.11605,,,,,,,,,,,,,,CLAS_EG1b
2.029,0.0080220732947856,2.0999,,,,-0.06844,0.03933,0.01743,,,,,,,-0.28084,0.1618,0.07104,,-0.3508,0.19923,0.08901,,,,,,,,,,,,,,CLAS_EG1b
2.0368,0.0080220732947856,2.1401,,,,-0.06045,0.04258,0.01785,,,,,,,-0.22992,0.16395,0.06653,,-0.28372,0.1997,0.08235,,,,,,,,,,,,,,CLAS_EG1b
2.0375,0.0080220732947856,2.1802,,,,-0.03005,0.04554,0.01911,,,,,,,-0.10787,0.16487,0.06843,,-0.13331,0.19874,0.08379,,,,,,,,,,,,,,CLAS_EG1b
2.036,0.0080220732947856,2.2202,,,,-0.06959,0.04093,0.02103,,,,,,,-0.23776,0.13986,0.07064,,-0.28655,0.16694,0.08517,,,,,,,,,,,,,,CLAS_EG1b
2.0253,0.0080220732947856,2.2597,,,,0.02117,0.04383,0.02923,,,,,,,0.06919,0.14196,0.09304,,0.07982,0.16787,0.11027,,,,,,,,,,,,,,CLAS_EG1b
2.0219,0.0080220732947856,2.2994,,,,0.0617,0.05253,0.03406,,,,,,,0.19144,0.16153,0.10531,,0.22317,0.18933,0.12396,,,,,,,,,,,,,,CLAS_EG1b
2.0328,0.0080220732947856,2.34,,,,-0.04514,0.05358,0.03254,,,,,,,-0.13248,0.15701,0.09586,,-0.15513,0.18259,0.11198,,,,,,,,,,,,,,CLAS_EG1b
2.0326,0.0080220732947856,2.3801,,,,-0.00389,0.05456,0.03038,,,,,,,-0.00962,0.15271,0.08478,,-0.01142,0.17622,0.09818,,,,,,,,,,,,,,CLAS_EG1b
2.0327,0.0080220732947856,2.42,,,,-0.11718,0.05528,0.0252,,,,,,,-0.31248,0.14815,0.06697,,-0.35786,0.16974,0.07717,,,,,,,,,,,,,,CLAS_EG1b
2.0329,0.0080220732947856,2.46,,,,-0.16848,0.05653,0.02678,,,,,,,-0.43217,0.1454,0.06613,,-0.49133,0.16545,0.07515,,,,,,,,,,,,,,CLAS_EG1b
2.0343,0.0080220732947856,2.5001,,,,0.03299,0.05727,0.0335,,,,,,,0.08389,0.14191,0.08236,,0.09585,0.16045,0.09313,,,,,,,,,,,,,,CLAS_EG1b
2.0356,0.0080220732947856,2.5401,,,,-0.07787,0.05804,0.02981,,,,,,,-0.18871,0.1392,0.07176,,-0.21166,0.15644,0.08077,,,,,,,,,,,,,,CLAS_EG1b
2.0358,0.0080220732947856,2.5801,,,,-0.10767,0.05858,0.03091,,,,,,,-0.25317,0.13656,0.07048,,-0.28229,0.1526,0.07842,,,,,,,,,,,,,,CLAS_EG1b
2.0359,0.0080220732947856,2.6201,,,,0.0065,0.05925,0.03747,,,,,,,0.01382,0.13477,0.08466,,0.01648,0.1498,0.09391,,,,,,,,,,,,,,CLAS_EG1b
2.0281,0.0080220732947856,2.6595,,,,-0.14809,0.06166,0.03665,,,,,,,-0.32842,0.13737,0.08142,,-0.36104,0.15189,0.08988,,,,,,,,,,,,,,CLAS_EG1b
1.9554,0.0080220732947856,2.6961,,,,0.01058,0.0869,0.06179,,,,,,,0.02308,0.19026,0.13397,,0.02708,0.20908,0.14664,,,,,,,,,,,,,,CLAS_EG1b
2.4127,0.0080220732947856,1.1804,,,,0.00248,0.01346,0.00597,,,,,,,0.11621,0.34711,0.14075,,0.32836,0.68934,0.27864,,,,,,,,,,,,,,CLAS_EG1b
2.4134,0.0080220732947856,1.2203,,,,-0.01174,0.01376,0.0081,,,,,,,-0.20705,0.24631,0.15827,,-0.33213,0.47566,0.30184,,,,,,,,,,,,,,CLAS_EG1b
2.4137,0.0080220732947856,1.2603,,,,-0.01815,0.01427,0.00709,,,,,,,-0.36263,0.30623,0.14311,,-0.63524,0.57427,0.27132,,,,,,,,,,,,,,CLAS_EG1b
2.415,0.0080220732947856,1.3003,,,,-0.0046,0.01467,0.00482,,,,,,,-0.10093,0.38447,0.11716,,-0.17387,0.69926,0.21792,,,,,,,,,,,,,,CLAS_EG1b
2.4176,0.0080220732947856,1.4203,,,,-0.00817,0.01725,0.00796,,,,,,,-0.19965,0.37793,0.15895,,-0.46242,0.63243,0.25221,,,,,,,,,,,,,,CLAS_EG1b
2.4188,0.0080220732947856,1.4604,,,,0.01406,0.01837,0.01054,,,,,,,0.21815,0.32162,0.17919,,0.17127,0.52453,0.27531,,,,,,,,,,,,,,CLAS_EG1b
2.4194,0.0080220732947856,1.5004,,,,0.03017,0.01895,0.01041,,,,,,,0.41588,0.26424,0.15925,,0.56061,0.42096,0.24665,,,,,,,,,,,,,,CLAS_EG1b
2.4201,0.0080220732947856,1.5402,,,,0.00379,0.01983,0.00834,,,,,,,0.05171,0.27414,0.11542,,-0.00036,0.42695,0.1795,,,,,,,,,,,,,,CLAS_EG1b
2.4214,0.0080220732947856,1.5803,,,,-0.00564,0.02045,0.00703,,,,,,,-0.07222,0.27508,0.09282,,-0.19128,0.4189,0.14133,,,,,,,,,,,,,,CLAS_EG1b
2.4223,0.0080220732947856,1.6202,,,,-0.02057,0.02146,0.00765,,,,,,,-0.22222,0.25631,0.08535,,-0.41001,0.38212,0.12664,,,,,,,,,,,,,,CLAS_EG1b
2.4242,0.0080220732947856,1.6603,,,,0.01756,0.0225,0.01025,,,,,,,0.16242,0.20952,0.0919,,0.15464,0.30601,0.13273,,,,,,,,,,,,,,CLAS_EG1b
2.4253,0.0080220732947856,1.7003,,,,-0.0035,0.02293,0.01348,,,,,,,-0.02366,0.17428,0.11059,,-0.10531,0.24995,0.15705,,,,,,,,,,,,,,CLAS_EG1b
2.4229,0.0080220732947856,1.7402,,,,0.03379,0.02346,0.01516,,,,,,,0.28762,0.19642,0.12737,,0.34933,0.27678,0.17886,,,,,,,,,,,,,,CLAS_EG1b
2.4187,0.0080220732947856,1.7801,,,,0.00147,0.02385,0.01401,,,,,,,0.01382,0.21465,0.12275,,-0.02162,0.2972,0.17036,,,,,,,,,,,,,,CLAS_EG1b
2.414,0.0080220732947856,1.8201,,,,-0.01673,0.02472,0.01188,,,,,,,-0.14842,0.21936,0.10378,,-0.23288,0.29876,0.14161,,,,,,,,,,,,,,CLAS_EG1b
2.4114,0.0080220732947856,1.86,,,,-0.03497,0.0257,0.01143,,,,,,,-0.29335,0.21662,0.09367,,-0.42157,0.29046,0.12531,,,,,,,,,,,,,,CLAS_EG1b
2.4126,0.0080220732947856,1.9,,,,-0.02841,0.02727,0.0125,,,,,,,-0.22863,0.21428,0.09513,,-0.32841,0.28313,0.12522,,,,,,,,,,,,,,CLAS_EG1b
2.4187,0.0080220732947856,1.9399,,,,-0.03374,0.02908,0.01297,,,,,,,-0.24999,0.21051,0.09246,,-0.34661,0.27428,0.12043,,,,,,,,,,,,,,CLAS_EG1b
2.4215,0.0080220732947856,1.9801,,,,-0.0257,0.03041,0.01401,,,,,,,-0.16752,0.20186,0.09083,,-0.22813,0.25954,0.11683,,,,,,,,,,,,,,CLAS_EG1b
2.4212,0.0080220732947856,2.0201,,,,-0.02258,0.03165,0.01619,,,,,,,-0.13944,0.19274,0.09688,,-0.18684,0.24471,0.12341,,,,,,,,,,,,,,CLAS_EG1b
2.4217,0.0080220732947856,2.06,,,,-0.03775,0.03191,0.01609,,,,,,,-0.21688,0.17939,0.09011,,-0.28141,0.22509,0.11421,,,,,,,,,,,,,,CLAS_EG1b
2.4171,0.0080220732947856,2.1,,,,-0.04123,0.03379,0.01458,,,,,,,-0.21537,0.17622,0.07483,,-0.2746,0.21864,0.09441,,,,,,,,,,,,,,CLAS_EG1b
2.4105,0.0080220732947856,2.1399,,,,-0.04981,0.03615,0.0154,,,,,,,-0.24008,0.17581,0.07287,,-0.30064,0.21579,0.09103,,,,,,,,,,,,,,CLAS_EG1b
2.4073,0.0080220732947856,2.1799,,,,-0.04907,0.03888,0.02138,,,,,,,-0.22368,0.17716,0.09464,,-0.27729,0.21526,0.11586,,,,,,,,,,,,,,CLAS_EG1b
2.4135,0.0080220732947856,2.2196,,,,0.0511,0.04298,0.02567,,,,,,,0.21873,0.18429,0.11013,,0.25849,0.22182,0.13358,,,,,,,,,,,,,,CLAS_EG1b
2.4246,0.0080220732947856,2.2601,,,,-0.03895,0.04521,0.02262,,,,,,,-0.15268,0.18286,0.09326,,-0.18521,0.21814,0.11273,,,,,,,,,,,,,,CLAS_EG1b
2.4255,0.0080220732947856,2.3001,,,,-0.07938,0.04616,0.01946,,,,,,,-0.30273,0.17682,0.07309,,-0.36115,0.20914,0.08755,,,,,,,,,,,,,,CLAS_EG1b
2.4266,0.0080220732947856,2.3401,,,,-0.04229,0.04721,0.02217,,,,,,,-0.15943,0.17178,0.0789,,-0.19082,0.20155,0.09324,,,,,,,,,,,,,,CLAS_EG1b
2.427,0.0080220732947856,2.3801,,,,-0.02444,0.04803,0.02324,,,,,,,-0.08384,0.16641,0.07984,,-0.09968,0.19376,0.09363,,,,,,,,,,,,,,CLAS_EG1b
2.4273,0.0080220732947856,2.4201,,,,-0.09835,0.0491,0.0223,,,,,,,-0.32795,0.16238,0.07258,,-0.3813,0.1877,0.08445,,,,,,,,,,,,,,CLAS_EG1b
2.4265,0.0080220732947856,2.4601,,,,-0.05196,0.04989,0.02248,,,,,,,-0.16364,0.15787,0.06983,,-0.18901,0.18123,0.08056,,,,,,,,,,,,,,CLAS_EG1b
2.426,0.0080220732947856,2.5001,,,,-0.07259,0.05106,0.02483,,,,,,,-0.22041,0.15519,0.07442,,-0.25222,0.17701,0.08512,,,,,,,,,,,,,,CLAS_EG1b
2.4231,0.0080220732947856,2.54,,,,-0.03601,0.05265,0.02598,,,,,,,-0.10429,0.15442,0.07573,,-0.11844,0.17504,0.08611,,,,,,,,,,,,,,CLAS_EG1b
2.4009,0.0080220732947856,2.5792,,,,-0.11883,0.05697,0.02324,,,,,,,-0.33754,0.16199,0.06551,,-0.38035,0.1825,0.07408,,,,,,,,,,,,,,CLAS_EG1b
2.3343,0.0080220732947856,2.6176,,,,-0.08275,0.07466,0.0324,,,,,,,-0.22897,0.20672,0.08674,,-0.25611,0.23136,0.0969,,,,,,,,,,,,,,CLAS_EG1b
2.89,0.0080220732947856,1.1804,,,,-0.00413,0.0107,0.0043,,,,,,,-0.18205,0.42622,0.16783,,-0.24426,0.79856,0.3163,,,,,,,,,,,,,,CLAS_EG1b
2.8896,0.0080220732947856,1.2204,,,,-0.00854,0.01095,0.00571,,,,,,,-0.23922,0.30583,0.17249,,-0.35996,0.5603,0.31463,,,,,,,,,,,,,,CLAS_EG1b
2.8902,0.0080220732947856,1.2603,,,,-0.0129,0.01153,0.00488,,,,,,,-0.40846,0.38608,0.15274,,-0.67572,0.6905,0.27902,,,,,,,,,,,,,,CLAS_EG1b
2.8906,0.0080220732947856,1.3003,,,,-0.0027,0.01174,0.00274,,,,,,,-0.104,0.47925,0.09995,,-0.14683,0.83595,0.18663,,,,,,,,,,,,,,CLAS_EG1b
2.89,0.0080220732947856,1.3404,,,,-0.007,0.01261,0.00277,,,,,,,-0.29183,0.52446,0.108,,-0.49976,0.89313,0.1917,,,,,,,,,,,,,,CLAS_EG1b
2.8887,0.0080220732947856,1.3804,,,,0.01001,0.01322,0.00383,,,,,,,0.35246,0.50419,0.13946,,0.54002,0.83888,0.23508,,,,,,,,,,,,,,CLAS_EG1b
2.8769,0.0080220732947856,1.5002,,,,-0.01867,0.01539,0.00659,,,,,,,-0.37758,0.30987,0.14776,,-0.67005,0.48389,0.22459,,,,,,,,,,,,,,CLAS_EG1b
2.8717,0.0080220732947856,1.5402,,,,0.00291,0.0165,0.00547,,,,,,,0.05858,0.32575,0.10611,,0.01785,0.4989,0.15889,,,,,,,,,,,,,,CLAS_EG1b
2.8699,0.0080220732947856,1.5802,,,,-0.02677,0.01734,0.00542,,,,,,,-0.51776,0.32865,0.0959,,-0.85122,0.49363,0.14031,,,,,,,,,,,,,,CLAS_EG1b
2.8686,0.0080220732947856,1.6201,,,,0.00108,0.01841,0.00666,,,,,,,0.00439,0.30356,0.10208,,-0.06455,0.44755,0.14726,,,,,,,,,,,,,,CLAS_EG1b
2.8709,0.0080220732947856,1.6601,,,,-0.01962,0.01991,0.00783,,,,,,,-0.2587,0.25043,0.10011,,-0.44238,0.36256,0.14273,,,,,,,,,,,,,,CLAS_EG1b
2.8767,0.0080220732947856,1.7001,,,,0.00578,0.02096,0.00897,,,,,,,0.05967,0.21314,0.09883,,0.02553,0.30361,0.13848,,,,,,,,,,,,,,CLAS_EG1b
2.8833,0.0080220732947856,1.7401,,,,0.00146,0.02195,0.00995,,,,,,,0.02585,0.24778,0.11244,,-0.00957,0.34734,0.15633,,,,,,,,,,,,,,CLAS_EG1b
2.8851,0.0080220732947856,1.7801,,,,-0.01638,0.02238,0.0099,,,,,,,-0.1977,0.27328,0.11729,,-0.30584,0.37706,0.16159,,,,,,,,,,,,,,CLAS_EG1b
2.8845,0.0080220732947856,1.8201,,,,-0.01115,0.023,0.01115,,,,,,,-0.12974,0.27693,0.13129,,-0.19894,0.37645,0.17783,,,,,,,,,,,,,,CLAS_EG1b
2.8799,0.0080220732947856,1.8601,,,,0.05388,0.02419,0.01309,,,,,,,0.61608,0.27573,0.14827,,0.80246,0.36953,0.19857,,,,,,,,,,,,,,CLAS_EG1b
2.8755,0.0080220732947856,1.9001,,,,-0.04104,0.02543,0.0128,,,,,,,-0.43215,0.26898,0.13592,,-0.59247,0.35566,0.18024,,,,,,,,,,,,,,CLAS_EG1b
2.8733,0.0080220732947856,1.94,,,,-0.02275,0.02725,0.01279,,,,,,,-0.21498,0.26417,0.12212,,-0.29777,0.34482,0.15942,,,,,,,,,,,,,,CLAS_EG1b
2.8727,0.0080220732947856,1.98,,,,-0.00364,0.02912,0.01346,,,,,,,-0.02845,0.25744,0.11983,,-0.04992,0.33191,0.15499,,,,,,,,,,,,,,CLAS_EG1b
2.8778,0.0080220732947856,2.02,,,,-0.03161,0.03133,0.01426,,,,,,,-0.25078,0.25312,0.11446,,-0.32976,0.32257,0.14649,,,,,,,,,,,,,,CLAS_EG1b
2.8864,0.0080220732947856,2.06,,,,-0.00709,0.03379,0.0179,,,,,,,-0.05221,0.25036,0.12995,,-0.0756,0.31549,0.16418,,,,,,,,,,,,,,CLAS_EG1b
2.8917,0.0080220732947856,2.1001,,,,0.02902,0.03517,0.01896,,,,,,,0.19988,0.24058,0.13134,,0.24065,0.29998,0.16515,,,,,,,,,,,,,,CLAS_EG1b
2.8921,0.0080220732947856,2.1401,,,,-0.07666,0.03608,0.01494,,,,,,,-0.48499,0.22918,0.09651,,-0.60613,0.28288,0.12126,,,,,,,,,,,,,,CLAS_EG1b
2.8919,0.0080220732947856,2.1801,,,,-0.06859,0.03705,0.01232,,,,,,,-0.40156,0.21955,0.07036,,-0.49704,0.26841,0.08801,,,,,,,,,,,,,,CLAS_EG1b
2.893,0.0080220732947856,2.2201,,,,-0.06201,0.03783,0.01423,,,,,,,-0.34279,0.21008,0.07638,,-0.42116,0.2545,0.09409,,,,,,,,,,,,,,CLAS_EG1b
2.8928,0.0080220732947856,2.2602,,,,-0.06581,0.03898,0.02031,,,,,,,-0.34078,0.20362,0.103,,-0.41419,0.24453,0.12442,,,,,,,,,,,,,,CLAS_EG1b
2.8927,0.0080220732947856,2.3001,,,,0.03194,0.04005,0.02484,,,,,,,0.1597,0.19741,0.1221,,0.18578,0.23512,0.1462,,,,,,,,,,,,,,CLAS_EG1b
2.8927,0.0080220732947856,2.3401,,,,-0.04678,0.04132,0.0247,,,,,,,-0.22155,0.19275,0.11544,,-0.26657,0.22776,0.13719,,,,,,,,,,,,,,CLAS_EG1b
2.8812,0.0080220732947856,2.3798,,,,0.0166,0.04322,0.02509,,,,,,,0.07259,0.19135,0.11027,,0.08133,0.2244,0.12981,,,,,,,,,,,,,,CLAS_EG1b
2.8663,0.0080220732947856,2.4198,,,,-0.02661,0.04718,0.02964,,,,,,,-0.11187,0.19887,0.1237,,-0.13332,0.23154,0.14431,,,,,,,,,,,,,,CLAS_EG1b
2.8583,0.0080220732947856,2.4597,,,,-0.0198,0.05473,0.03525,,,,,,,-0.0796,0.21998,0.14089,,-0.09469,0.25436,0.1631,,,,,,,,,,,,,,CLAS_EG1b
2.8249,0.0080220732947856,2.4984,,,,0.0165,0.07007,0.03333,,,,,,,0.06403,0.26973,0.12943,,0.07143,0.30977,0.14919,,,,,,,,,,,,,,CLAS_EG1b
2.761,0.0080220732947856,2.5366,,,,-0.11809,0.10322,0.03991,,,,,,,-0.44248,0.38239,0.1449,,-0.50758,0.43615,0.16497,,,,,,,,,,,,,,CLAS_EG1b
3.4404,0.0080220732947856,1.4603,,,,-0.00818,0.01396,0.0056,,,,,,,-0.29844,0.54067,0.20455,,-0.52506,0.83763,0.31471,,,,,,,,,,,,,,CLAS_EG1b
3.4349,0.0080220732947856,1.5003,,,,0.02395,0.01481,0.00633,,,,,,,0.69742,0.44143,0.1983,,0.99137,0.67267,0.30005,,,,,,,,,,,,,,CLAS_EG1b
3.4318,0.0080220732947856,1.5402,,,,-0.01402,0.01591,0.00545,,,,,,,-0.40502,0.45992,0.15633,,-0.67932,0.68936,0.23132,,,,,,,,,,,,,,CLAS_EG1b
3.4273,0.0080220732947856,1.5802,,,,-0.00093,0.01679,0.0049,,,,,,,-0.04019,0.45934,0.12766,,-0.13264,0.6772,0.18339,,,,,,,,,,,,,,CLAS_EG1b
3.4257,0.0080220732947856,1.6202,,,,-0.01439,0.01798,0.00609,,,,,,,-0.31063,0.41974,0.13136,,-0.51234,0.60902,0.18746,,,,,,,,,,,,,,CLAS_EG1b
3.4239,0.0080220732947856,1.6602,,,,0.01192,0.01948,0.00763,,,,,,,0.21044,0.34026,0.13227,,0.2475,0.48603,0.18738,,,,,,,,,,,,,,CLAS_EG1b
3.4247,0.0080220732947856,1.7002,,,,-0.00025,0.02059,0.00772,,,,,,,-0.00368,0.28925,0.11641,,-0.04705,0.4074,0.16358,,,,,,,,,,,,,,CLAS_EG1b
3.4419,0.0080220732947856,1.8201,,,,-0.02299,0.02427,0.01218,,,,,,,-0.3746,0.40659,0.20307,,-0.51971,0.54942,0.27581,,,,,,,,,,,,,,CLAS_EG1b
3.4457,0.0080220732947856,1.8603,,,,-0.00565,0.02501,0.01163,,,,,,,-0.09191,0.39533,0.18159,,-0.14028,0.52741,0.24242,,,,,,,,,,,,,,CLAS_EG1b
3.4478,0.0080220732947856,1.9002,,,,-0.00089,0.02586,0.01284,,,,,,,0.00442,0.37736,0.18831,,-0.00694,0.49736,0.24875,,,,,,,,,,,,,,CLAS_EG1b
3.4482,0.0080220732947856,1.9402,,,,0.00302,0.02663,0.01393,,,,,,,0.04574,0.35408,0.1857,,0.04596,0.46128,0.24239,,,,,,,,,,,,,,CLAS_EG1b
3.4481,0.0080220732947856,1.9802,,,,0.02327,0.02767,0.01405,,,,,,,0.28195,0.33361,0.17163,,0.3503,0.42979,0.22175,,,,,,,,,,,,,,CLAS_EG1b
3.4489,0.0080220732947856,2.0201,,,,-0.03428,0.02853,0.01283,,,,,,,-0.39153,0.31241,0.14143,,-0.51319,0.3982,0.18106,,,,,,,,,,,,,,CLAS_EG1b
3.448,0.0080220732947856,2.0602,,,,-0.01407,0.02931,0.01563,,,,,,,-0.14168,0.29302,0.15044,,-0.18964,0.36967,0.18966,,,,,,,,,,,,,,CLAS_EG1b
3.4473,0.0080220732947856,2.1002,,,,0.0434,0.0301,0.01937,,,,,,,0.39216,0.27653,0.17667,,0.4792,0.34547,0.2212,,,,,,,,,,,,,,CLAS_EG1b
3.4412,0.0080220732947856,2.14,,,,0.02029,0.03142,0.01823,,,,,,,0.17081,0.26688,0.1578,,0.2023,0.3303,0.19659,,,,,,,,,,,,,,CLAS_EG1b
3.4264,0.0080220732947856,2.1799,,,,-0.04392,0.03337,0.01865,,,,,,,-0.34686,0.26342,0.14479,,-0.43351,0.32309,0.1782,,,,,,,,,,,,,,CLAS_EG1b
3.4131,0.0080220732947856,2.2199,,,,0.06201,0.03564,0.02278,,,,,,,0.45655,0.26251,0.16665,,0.54777,0.31919,0.20316,,,,,,,,,,,,,,CLAS_EG1b
3.4079,0.0080220732947856,2.2598,,,,0.00933,0.03828,0.02355,,,,,,,0.065,0.26415,0.16404,,0.07183,0.31854,0.19871,,,,,,,,,,,,,,CLAS_EG1b
3.4105,0.0080220732947856,2.2997,,,,-0.01512,0.04235,0.02287,,,,,,,-0.10452,0.27481,0.14808,,-0.13203,0.3288,0.17777,,,,,,,,,,,,,,CLAS_EG1b
3.4304,0.0080220732947856,2.3395,,,,-0.0167,0.04681,0.02299,,,,,,,-0.10066,0.28614,0.14041,,-0.12471,0.3398,0.16732,,,,,,,,,,,,,,CLAS_EG1b
3.3976,0.0080220732947856,2.3791,,,,-0.04629,0.05371,0.02282,,,,,,,-0.26766,0.31084,0.13202,,-0.32038,0.36646,0.15623,,,,,,,,,,,,,,CLAS_EG1b
3.3151,0.0080220732947856,2.4181,,,,-0.06318,0.07013,0.02408,,,,,,,-0.34579,0.38513,0.13026,,-0.40879,0.45069,0.15294,,,,,,,,,,,,,,CLAS_EG1b
4.1064,0.0080220732947856,1.6203,,,,-0.01265,0.01757,0.00674,,,,,,,-0.50504,0.60703,0.23454,,-0.77951,0.86316,0.33345,,,,,,,,,,,,,,CLAS_EG1b
4.1082,0.0080220732947856,1.6603,,,,0.00489,0.01855,0.00809,,,,,,,0.19834,0.47366,0.20057,,0.23541,0.66465,0.2802,,,,,,,,,,,,,,CLAS_EG1b
4.1086,0.0080220732947856,1.7004,,,,0.02937,0.01913,0.00956,,,,,,,0.60256,0.39197,0.20985,,0.7965,0.54346,0.29077,,,,,,,,,,,,,,CLAS_EG1b
4.1102,0.0080220732947856,1.7403,,,,0.00277,0.01966,0.00975,,,,,,,0.05544,0.44987,0.22253,,0.04667,0.61636,0.30408,,,,,,,,,,,,,,CLAS_EG1b
4.1093,0.0080220732947856,1.7803,,,,0.01704,0.02026,0.01059,,,,,,,0.4236,0.50244,0.25866,,0.55029,0.68014,0.3493,,,,,,,,,,,,,,CLAS_EG1b
4.1066,0.0080220732947856,1.8202,,,,0.01452,0.0209,0.01086,,,,,,,0.33784,0.50851,0.26224,,0.4298,0.68048,0.35118,,,,,,,,,,,,,,CLAS_EG1b
4.0939,0.0080220732947856,1.8601,,,,-0.0028,0.02154,0.00981,,,,,,,-0.06015,0.4922,0.22631,,-0.09579,0.65151,0.30033,,,,,,,,,,,,,,CLAS_EG1b
4.0821,0.0080220732947856,1.9,,,,-0.01008,0.02267,0.00938,,,,,,,-0.19873,0.47552,0.19653,,-0.27433,0.62282,0.25788,,,,,,,,,,,,,,CLAS_EG1b
4.0698,0.0080220732947856,1.9401,,,,0.01112,0.0239,0.009,,,,,,,0.19135,0.45374,0.17246,,0.2308,0.58819,0.22412,,,,,,,,,,,,,,CLAS_EG1b
4.0587,0.0080220732947856,2.0199,,,,-0.01012,0.02722,0.0085,,,,,,,-0.14421,0.4203,0.12775,,-0.19429,0.53429,0.16251,,,,,,,,,,,,,,CLAS_EG1b
4.065,0.0080220732947856,2.0598,,,,-0.00835,0.02923,0.01054,,,,,,,-0.12267,0.40976,0.14606,,-0.16657,0.51607,0.18428,,,,,,,,,,,,,,CLAS_EG1b
4.0761,0.0080220732947856,2.0996,,,,0.00311,0.03214,0.01294,,,,,,,0.03301,0.41185,0.16261,,0.02987,0.51405,0.20316,,,,,,,,,,,,,,CLAS_EG1b
4.0797,0.0080220732947856,2.1397,,,,-0.00984,0.03572,0.01425,,,,,,,-0.11959,0.42109,0.16778,,-0.1581,0.52109,0.20823,,,,,,,,,,,,,,CLAS_EG1b
4.0495,0.0080220732947856,2.1798,,,,-0.0175,0.04001,0.0152,,,,,,,-0.20102,0.43616,0.16386,,-0.25697,0.53531,0.20154,,,,,,,,,,,,,,CLAS_EG1b
4.0065,0.0080220732947856,2.2196,,,,-0.02958,0.04603,0.01552,,,,,,,-0.3093,0.46645,0.15697,,-0.38612,0.56795,0.19182,,,,,,,,,,,,,,CLAS_EG1b
3.9588,0.0080220732947856,2.2593,,,,-0.08279,0.05509,0.02053,,,,,,,-0.78949,0.52099,0.18899,,-0.96234,0.62947,0.22833,,,,,,,,,,,,,,CLAS_EG1b
3.8971,0.0080220732947856,2.2979,,,,-0.00503,0.07863,0.04664,,,,,,,-0.04185,0.69945,0.39695,,-0.05685,0.83918,0.47412,,,,,,,,,,,,,,CLAS_EG1b
